,urn,component,size,size_hh,n
0,95019,34,1,4,4
0,95039,35,1,51,4
0,95052,36,1,46,4
0,95046,37,1,40,4
0,95060,38,1,53,4
0,95026,39,1,41,4
0,95024,40,2,115,4
1,95061,40,2,115,4
0,95042,41,1,38,4
0,95040,42,1,41,4
0,131819,43,1,16,4
0,95048,44,1,26,4
0,95108,45,1,30,4
0,95044,46,1,32,4
0,132193,47,1,83,4
0,95067,48,1,66,4
0,95049,49,1,1,4
0,95062,50,1,100,4
0,95066,51,1,63,4
0,95071,52,1,90,4
0,95068,53,1,43,4
0,95018,54,1,7,4
0,95104,55,1,5,4
0,135698,56,1,49,4
0,95030,1,1,52,5
0,95022,2,1,81,5
0,125354,3,1,33,5
0,95035,4,1,89,5
0,127257,5,1,132,5
0,95065,6,1,98,5
0,95025,7,2,106,5
1,95063,7,2,106,5
0,95051,8,1,43,5
0,95103,9,1,3,5
0,95064,10,1,104,5
0,95057,11,1,37,5
0,95053,12,1,34,5
0,95047,13,1,59,5
0,95037,14,1,81,5
0,95045,15,1,38,5
0,95038,16,1,45,5
0,95020,17,1,64,5
0,95059,18,1,45,5
0,95032,19,1,71,5
0,95031,20,1,67,5
0,95033,21,1,55,5
0,95054,22,1,26,5
0,95058,23,1,50,5
0,95056,24,1,33,5
0,134849,25,1,36,5
0,95034,26,1,65,5
0,95041,27,1,42,5
0,95043,28,1,39,5
0,95023,29,1,68,5
0,95021,30,1,81,5
0,95055,31,1,45,5
0,95027,32,1,42,5
0,95019,33,1,4,5
0,95039,34,1,51,5
0,95052,35,1,46,5
0,95046,36,1,40,5
0,95060,37,1,53,5
0,95026,38,1,41,5
0,95024,39,1,42,5
0,95042,40,1,38,5
0,95040,41,1,41,5
0,131819,42,1,16,5
0,95048,43,1,26,5
0,95108,44,1,30,5
0,95044,45,1,32,5
0,132193,46,1,83,5
0,95067,47,1,66,5
0,95061,48,1,75,5
0,95049,49,1,1,5
0,95062,50,1,100,5
0,95066,51,1,63,5
0,95071,52,1,90,5
0,95068,53,1,43,5
0,95018,54,1,7,5
0,95104,55,1,5,5
0,135698,56,1,49,5
0,95030,1,1,52,6
0,95022,2,1,81,6
0,125354,3,2,96,6
1,95020,3,2,96,6
0,95035,4,1,89,6
0,127257,5,1,132,6
0,95032,6,2,168,6
1,95065,6,2,168,6
0,95025,7,2,106,6
1,95063,7,2,106,6
0,95051,8,1,43,6
0,95103,9,1,3,6
0,95064,10,1,104,6
0,95057,11,1,37,6
0,95053,12,1,34,6
0,95047,13,1,59,6
0,95037,14,1,81,6
0,95045,15,1,38,6
0,95038,16,1,45,6
0,95059,17,1,45,6
0,95031,18,1,67,6
0,95033,19,1,55,6
0,95054,20,1,26,6
0,95058,21,1,50,6
0,95056,22,1,33,6
0,134849,23,1,36,6
0,95034,24,1,65,6
0,95041,25,1,42,6
0,95043,26,1,39,6
0,95023,27,1,68,6
0,95021,28,1,81,6
0,95055,29,1,45,6
0,95027,30,1,42,6
0,95019,31,1,4,6
0,95039,32,1,51,6
0,95052,33,1,46,6
0,95046,34,1,40,6
0,95060,35,1,53,6
0,95026,36,1,41,6
0,95024,37,1,42,6
0,95042,38,1,38,6
0,95040,39,1,41,6
0,131819,40,1,16,6
0,95048,41,1,26,6
0,95108,42,1,30,6
0,95044,43,1,32,6
0,132193,44,1,83,6
0,95067,45,1,66,6
0,95061,46,1,75,6
0,95049,47,1,1,6
0,95062,48,1,100,6
0,95066,49,1,63,6
0,95071,50,1,90,6
0,95068,51,1,43,6
0,95018,52,1,7,6
0,95104,53,1,5,6
0,135698,54,1,49,6
0,95030,1,1,52,7
0,95022,2,1,81,7
0,125354,3,1,33,7
0,95035,4,1,89,7
0,127257,5,1,132,7
0,95065,6,1,98,7
0,95025,7,2,106,7
1,95063,7,2,106,7
0,95051,8,1,43,7
0,95103,9,1,3,7
0,95064,10,1,104,7
0,95057,11,1,37,7
0,95053,12,1,34,7
0,95047,13,1,59,7
0,95037,14,1,81,7
0,95045,15,1,38,7
0,95038,16,1,45,7
0,95020,17,1,64,7
0,95059,18,1,45,7
0,95032,19,1,71,7
0,95031,20,1,67,7
0,95033,21,2,154,7
1,95062,21,2,154,7
0,95054,22,1,26,7
0,95058,23,1,50,7
0,95056,24,1,33,7
0,134849,25,1,36,7
0,95034,26,1,65,7
0,95041,27,1,42,7
0,95043,28,1,39,7
0,95023,29,1,68,7
0,95021,30,1,81,7
0,95055,31,1,45,7
0,95027,32,1,42,7
0,95019,33,1,4,7
0,95039,34,1,51,7
0,95052,35,1,46,7
0,95046,36,1,40,7
0,95060,37,1,53,7
0,95026,38,1,41,7
0,95024,39,1,42,7
0,95042,40,1,38,7
0,95040,41,1,41,7
0,131819,42,1,16,7
0,95048,43,1,26,7
0,95108,44,1,30,7
0,95044,45,1,32,7
0,132193,46,1,83,7
0,95067,47,1,66,7
0,95061,48,1,75,7
0,95049,49,1,1,7
0,95066,50,1,63,7
0,95071,51,1,90,7
0,95068,52,1,43,7
0,95018,53,1,7,7
0,95104,54,1,5,7
0,135698,55,1,49,7
0,95030,1,1,52,8
0,95022,2,1,81,8
0,125354,3,1,33,8
0,95035,4,1,89,8
0,127257,5,1,132,8
0,95065,6,1,98,8
0,95063,7,1,85,8
0,95051,8,1,43,8
0,95103,9,1,3,8
0,95064,10,1,104,8
0,95057,11,1,37,8
0,95053,12,1,34,8
0,95025,13,1,23,8
0,95047,14,1,59,8
0,95037,15,1,81,8
0,95045,16,1,38,8
0,95038,17,1,45,8
0,95020,18,1,64,8
0,95059,19,1,45,8
0,95032,20,1,71,8
0,95031,21,1,67,8
0,95033,22,1,55,8
0,95054,23,1,26,8
0,95058,24,1,50,8
0,95056,25,1,33,8
0,134849,26,1,36,8
0,95034,27,1,65,8
0,95041,28,1,42,8
0,95043,29,1,39,8
0,95023,30,1,68,8
0,95021,31,1,81,8
0,95055,32,1,45,8
0,95027,33,1,42,8
0,95019,34,1,4,8
0,95039,35,1,51,8
0,95052,36,1,46,8
0,95046,37,1,40,8
0,95060,38,1,53,8
0,95026,39,1,41,8
0,95024,40,1,42,8
0,95042,41,1,38,8
0,95040,42,1,41,8
0,131819,43,1,16,8
0,95048,44,1,26,8
0,95108,45,1,30,8
0,95044,46,1,32,8
0,132193,47,1,83,8
0,95067,48,1,66,8
0,95061,49,1,75,8
0,95049,50,1,1,8
0,95062,51,1,100,8
0,95066,52,1,63,8
0,95071,53,1,90,8
0,95068,54,1,43,8
0,95018,55,1,7,8
0,95104,56,1,5,8
0,135698,57,1,49,8
0,95025,1,3,157,9
1,95030,1,3,157,9
2,95063,1,3,157,9
0,95022,2,1,81,9
0,125354,3,1,33,9
0,95035,4,1,89,9
0,127257,5,1,132,9
0,95065,6,1,98,9
0,95051,7,1,43,9
0,95103,8,1,3,9
0,95064,9,1,104,9
0,95057,10,1,37,9
0,95053,11,1,34,9
0,95047,12,1,59,9
0,95037,13,1,81,9
0,95045,14,1,38,9
0,95038,15,1,45,9
0,95020,16,1,64,9
0,95059,17,1,45,9
0,95032,18,1,71,9
0,95031,19,1,67,9
0,95033,20,1,55,9
0,95054,21,1,26,9
0,95058,22,1,50,9
0,95056,23,1,33,9
0,134849,24,1,36,9
0,95034,25,1,65,9
0,95041,26,1,42,9
0,95043,27,1,39,9
0,95023,28,1,68,9
0,95021,29,1,81,9
0,95055,30,1,45,9
0,95027,31,1,42,9
0,95019,32,1,4,9
0,95039,33,1,51,9
0,95052,34,1,46,9
0,95046,35,1,40,9
0,95060,36,1,53,9
0,95026,37,1,41,9
0,95024,38,1,42,9
0,95042,39,1,38,9
0,95040,40,1,41,9
0,131819,41,1,16,9
0,95048,42,1,26,9
0,95108,43,1,30,9
0,95044,44,1,32,9
0,132193,45,1,83,9
0,95067,46,1,66,9
0,95061,47,1,75,9
0,95049,48,1,1,9
0,95062,49,1,100,9
0,95066,50,1,63,9
0,95071,51,1,90,9
0,95068,52,1,43,9
0,95018,53,1,7,9
0,95104,54,1,5,9
0,135698,55,1,49,9
0,95030,1,1,52,10
0,95022,2,1,81,10
0,125354,3,1,33,10
0,95035,4,1,89,10
0,127257,5,1,132,10
0,95065,6,1,98,10
0,95063,7,1,85,10
0,95051,8,1,43,10
0,95103,9,1,3,10
0,95064,10,1,104,10
0,95057,11,1,37,10
0,95053,12,1,34,10
0,95025,13,1,23,10
0,95041,14,2,100,10
1,95047,14,2,100,10
0,95037,15,1,81,10
0,95045,16,1,38,10
0,95038,17,1,45,10
0,95020,18,1,64,10
0,95059,19,1,45,10
0,95032,20,1,71,10
0,95031,21,1,67,10
0,95033,22,1,55,10
0,95054,23,1,26,10
0,95058,24,1,50,10
0,95056,25,1,33,10
0,134849,26,1,36,10
0,95034,27,1,65,10
0,95043,28,1,39,10
0,95023,29,1,68,10
0,95021,30,1,81,10
0,95055,31,1,45,10
0,95027,32,1,42,10
0,95019,33,1,4,10
0,95039,34,1,51,10
0,95052,35,1,46,10
0,95046,36,1,40,10
0,95060,37,1,53,10
0,95026,38,1,41,10
0,95024,39,1,42,10
0,95042,40,1,38,10
0,95040,41,1,41,10
0,131819,42,1,16,10
0,95048,43,1,26,10
0,95108,44,1,30,10
0,95044,45,1,32,10
0,132193,46,1,83,10
0,95067,47,1,66,10
0,95061,48,1,75,10
0,95049,49,1,1,10
0,95062,50,1,100,10
0,95066,51,1,63,10
0,95071,52,1,90,10
0,95068,53,1,43,10
0,95018,54,1,7,10
0,95104,55,1,5,10
0,135698,56,1,49,10
0,95030,1,1,52,11
0,95022,2,1,81,11
0,125354,3,1,33,11
0,95035,4,1,89,11
0,127257,5,1,132,11
0,95065,6,1,98,11
0,95025,7,2,106,11
1,95063,7,2,106,11
0,95051,8,1,43,11
0,95103,9,1,3,11
0,95064,10,1,104,11
0,95057,11,1,37,11
0,95053,12,1,34,11
0,95047,13,1,59,11
0,95037,14,1,81,11
0,95045,15,1,38,11
0,95038,16,1,45,11
0,95020,17,1,64,11
0,95059,18,1,45,11
0,95032,19,1,71,11
0,95031,20,1,67,11
0,95033,21,1,55,11
0,95054,22,1,26,11
0,95058,23,1,50,11
0,95056,24,1,33,11
0,134849,25,1,36,11
0,95034,26,1,65,11
0,95041,27,1,42,11
0,95043,28,1,39,11
0,95023,29,1,68,11
0,95021,30,1,81,11
0,95055,31,1,45,11
0,95027,32,1,42,11
0,95019,33,1,4,11
0,95039,34,1,51,11
0,95052,35,1,46,11
0,95046,36,1,40,11
0,95060,37,1,53,11
0,95026,38,1,41,11
0,95024,39,2,115,11
1,95061,39,2,115,11
0,95042,40,1,38,11
0,95040,41,1,41,11
0,131819,42,1,16,11
0,95048,43,1,26,11
0,95108,44,1,30,11
0,95044,45,1,32,11
0,132193,46,1,83,11
0,95067,47,1,66,11
0,95049,48,1,1,11
0,95062,49,1,100,11
0,95066,50,1,63,11
0,95071,51,1,90,11
0,95068,52,1,43,11
0,95018,53,1,7,11
0,95104,54,1,5,11
0,135698,55,1,49,11
0,95030,1,1,52,12
0,95022,2,1,81,12
0,125354,3,1,33,12
0,95035,4,1,89,12
0,127257,5,1,132,12
0,95065,6,1,98,12
0,95063,7,1,85,12
0,95051,8,1,43,12
0,95103,9,1,3,12
0,95064,10,1,104,12
0,95057,11,1,37,12
0,95053,12,1,34,12
0,95025,13,1,23,12
0,95047,14,1,59,12
0,95037,15,1,81,12
0,95045,16,1,38,12
0,95038,17,1,45,12
0,95020,18,1,64,12
0,95059,19,1,45,12
0,95032,20,1,71,12
0,95031,21,1,67,12
0,95033,22,1,55,12
0,95054,23,1,26,12
0,95058,24,1,50,12
0,95056,25,1,33,12
0,134849,26,1,36,12
0,95034,27,1,65,12
0,95041,28,1,42,12
0,95043,29,1,39,12
0,95023,30,1,68,12
0,95021,31,1,81,12
0,95055,32,1,45,12
0,95027,33,1,42,12
0,95019,34,1,4,12
0,95039,35,1,51,12
0,95052,36,1,46,12
0,95046,37,1,40,12
0,95060,38,1,53,12
0,95026,39,1,41,12
0,95024,40,1,42,12
0,95042,41,1,38,12
0,95040,42,1,41,12
0,131819,43,1,16,12
0,95048,44,1,26,12
0,95108,45,1,30,12
0,95044,46,1,32,12
0,132193,47,1,83,12
0,95067,48,1,66,12
0,95061,49,1,75,12
0,95049,50,1,1,12
0,95062,51,1,100,12
0,95066,52,1,63,12
0,95071,53,1,90,12
0,95068,54,1,43,12
0,95018,55,1,7,12
0,95104,56,1,5,12
0,135698,57,1,49,12
0,95030,1,1,52,13
0,95022,2,1,81,13
0,125354,3,1,33,13
0,95035,4,1,89,13
0,127257,5,1,132,13
0,95065,6,1,98,13
0,95063,7,1,85,13
0,95051,8,1,43,13
0,95103,9,1,3,13
0,95064,10,1,104,13
0,95057,11,1,37,13
0,95053,12,1,34,13
0,95025,13,1,23,13
0,95047,14,1,59,13
0,95037,15,1,81,13
0,95045,16,1,38,13
0,95038,17,1,45,13
0,95020,18,1,64,13
0,95059,19,1,45,13
0,95032,20,1,71,13
0,95031,21,1,67,13
0,95033,22,2,129,13
1,95061,22,2,129,13
0,95054,23,1,26,13
0,95058,24,1,50,13
0,95056,25,1,33,13
0,134849,26,1,36,13
0,95034,27,1,65,13
0,95041,28,1,42,13
0,95043,29,1,39,13
0,95023,30,1,68,13
0,95021,31,1,81,13
0,95055,32,1,45,13
0,95027,33,1,42,13
0,95019,34,1,4,13
0,95039,35,1,51,13
0,95052,36,1,46,13
0,95046,37,1,40,13
0,95060,38,1,53,13
0,95026,39,1,41,13
0,95024,40,1,42,13
0,95042,41,1,38,13
0,95040,42,1,41,13
0,131819,43,1,16,13
0,95048,44,1,26,13
0,95108,45,1,30,13
0,95044,46,1,32,13
0,132193,47,1,83,13
0,95067,48,1,66,13
0,95049,49,1,1,13
0,95062,50,1,100,13
0,95066,51,1,63,13
0,95071,52,1,90,13
0,95068,53,1,43,13
0,95018,54,1,7,13
0,95104,55,1,5,13
0,135698,56,1,49,13
0,95030,1,2,136,14
1,95063,1,2,136,14
0,95022,2,1,81,14
0,125354,3,1,33,14
0,95035,4,1,89,14
0,127257,5,1,132,14
0,95065,6,1,98,14
0,95051,7,1,43,14
0,95103,8,1,3,14
0,95064,9,1,104,14
0,95057,10,1,37,14
0,95053,11,1,34,14
0,95025,12,1,23,14
0,95047,13,1,59,14
0,95037,14,1,81,14
0,95045,15,1,38,14
0,95038,16,1,45,14
0,95020,17,1,64,14
0,95059,18,1,45,14
0,95032,19,1,71,14
0,95031,20,1,67,14
0,95033,21,1,55,14
0,95054,22,1,26,14
0,95058,23,1,50,14
0,95056,24,1,33,14
0,134849,25,1,36,14
0,95034,26,1,65,14
0,95041,27,1,42,14
0,95043,28,1,39,14
0,95023,29,1,68,14
0,95021,30,1,81,14
0,95055,31,1,45,14
0,95027,32,1,42,14
0,95019,33,1,4,14
0,95039,34,1,51,14
0,95052,35,1,46,14
0,95046,36,1,40,14
0,95060,37,1,53,14
0,95026,38,1,41,14
0,95024,39,1,42,14
0,95042,40,1,38,14
0,95040,41,1,41,14
0,131819,42,1,16,14
0,95048,43,1,26,14
0,95108,44,1,30,14
0,95044,45,1,32,14
0,132193,46,1,83,14
0,95067,47,1,66,14
0,95061,48,1,75,14
0,95049,49,1,1,14
0,95062,50,1,100,14
0,95066,51,1,63,14
0,95071,52,1,90,14
0,95068,53,1,43,14
0,95018,54,1,7,14
0,95104,55,1,5,14
0,135698,56,1,49,14
0,95030,1,1,52,15
0,95022,2,1,81,15
0,125354,3,1,33,15
0,95035,4,1,89,15
0,127257,5,1,132,15
0,95065,6,1,98,15
0,95063,7,1,85,15
0,95051,8,1,43,15
0,95103,9,1,3,15
0,95064,10,1,104,15
0,95057,11,1,37,15
0,95053,12,1,34,15
0,95025,13,1,23,15
0,95047,14,1,59,15
0,95037,15,1,81,15
0,95045,16,1,38,15
0,95038,17,1,45,15
0,95020,18,1,64,15
0,95059,19,1,45,15
0,95032,20,1,71,15
0,95031,21,1,67,15
0,95033,22,1,55,15
0,95054,23,1,26,15
0,95058,24,1,50,15
0,95056,25,1,33,15
0,134849,26,1,36,15
0,95034,27,1,65,15
0,95041,28,1,42,15
0,95043,29,1,39,15
0,95023,30,1,68,15
0,95021,31,1,81,15
0,95055,32,1,45,15
0,95027,33,1,42,15
0,95019,34,1,4,15
0,95039,35,1,51,15
0,95052,36,1,46,15
0,95046,37,1,40,15
0,95060,38,1,53,15
0,95026,39,1,41,15
0,95024,40,1,42,15
0,95042,41,1,38,15
0,95040,42,1,41,15
0,131819,43,1,16,15
0,95048,44,1,26,15
0,95108,45,1,30,15
0,95044,46,1,32,15
0,132193,47,1,83,15
0,95067,48,1,66,15
0,95061,49,1,75,15
0,95049,50,1,1,15
0,95062,51,1,100,15
0,95066,52,1,63,15
0,95071,53,1,90,15
0,95068,54,1,43,15
0,95018,55,1,7,15
0,95104,56,1,5,15
0,135698,57,1,49,15
0,95030,1,1,52,16
0,95022,2,1,81,16
0,125354,3,1,33,16
0,95035,4,1,89,16
0,127257,5,1,132,16
0,95065,6,1,98,16
0,95063,7,1,85,16
0,95051,8,1,43,16
0,95103,9,1,3,16
0,95064,10,1,104,16
0,95057,11,1,37,16
0,95053,12,1,34,16
0,95025,13,1,23,16
0,95047,14,1,59,16
0,95037,15,1,81,16
0,95045,16,1,38,16
0,95038,17,1,45,16
0,95020,18,1,64,16
0,95059,19,1,45,16
0,95032,20,1,71,16
0,95031,21,1,67,16
0,95033,22,1,55,16
0,95054,23,1,26,16
0,95058,24,1,50,16
0,95056,25,1,33,16
0,134849,26,1,36,16
0,95034,27,1,65,16
0,95041,28,1,42,16
0,95043,29,1,39,16
0,95023,30,1,68,16
0,95021,31,1,81,16
0,95055,32,1,45,16
0,95027,33,1,42,16
0,95019,34,1,4,16
0,95039,35,1,51,16
0,95052,36,1,46,16
0,95046,37,1,40,16
0,95060,38,1,53,16
0,95026,39,1,41,16
0,95024,40,1,42,16
0,95042,41,1,38,16
0,95040,42,1,41,16
0,131819,43,1,16,16
0,95048,44,1,26,16
0,95108,45,1,30,16
0,95044,46,1,32,16
0,132193,47,1,83,16
0,95067,48,1,66,16
0,95061,49,1,75,16
0,95049,50,1,1,16
0,95062,51,1,100,16
0,95066,52,1,63,16
0,95071,53,1,90,16
0,95068,54,1,43,16
0,95018,55,1,7,16
0,95104,56,1,5,16
0,135698,57,1,49,16
0,95030,1,1,52,17
0,95022,2,1,81,17
0,125354,3,1,33,17
0,95035,4,1,89,17
0,127257,5,1,132,17
0,95065,6,1,98,17
0,95063,7,1,85,17
0,95051,8,1,43,17
0,95103,9,1,3,17
0,95064,10,1,104,17
0,95057,11,1,37,17
0,95053,12,1,34,17
0,95025,13,1,23,17
0,95047,14,1,59,17
0,95037,15,1,81,17
0,95045,16,1,38,17
0,95038,17,1,45,17
0,95020,18,1,64,17
0,95059,19,1,45,17
0,95032,20,1,71,17
0,95031,21,1,67,17
0,95033,22,1,55,17
0,95054,23,1,26,17
0,95058,24,1,50,17
0,95056,25,1,33,17
0,134849,26,1,36,17
0,95034,27,1,65,17
0,95041,28,1,42,17
0,95043,29,1,39,17
0,95023,30,1,68,17
0,95021,31,1,81,17
0,95055,32,1,45,17
0,95027,33,1,42,17
0,95019,34,1,4,17
0,95039,35,1,51,17
0,95052,36,1,46,17
0,95046,37,1,40,17
0,95060,38,1,53,17
0,95026,39,1,41,17
0,95024,40,1,42,17
0,95042,41,1,38,17
0,95040,42,1,41,17
0,131819,43,1,16,17
0,95048,44,1,26,17
0,95108,45,1,30,17
0,95044,46,1,32,17
0,132193,47,1,83,17
0,95067,48,1,66,17
0,95061,49,1,75,17
0,95049,50,1,1,17
0,95062,51,1,100,17
0,95066,52,1,63,17
0,95071,53,1,90,17
0,95068,54,1,43,17
0,95018,55,1,7,17
0,95104,56,1,5,17
0,135698,57,1,49,17
0,95030,1,1,52,18
0,95022,2,1,81,18
0,125354,3,2,96,18
1,95020,3,2,96,18
0,95035,4,1,89,18
0,127257,5,1,132,18
0,95065,6,1,98,18
0,95063,7,1,85,18
0,95051,8,1,43,18
0,95103,9,1,3,18
0,95064,10,1,104,18
0,95057,11,1,37,18
0,95053,12,1,34,18
0,95025,13,1,23,18
0,95047,14,1,59,18
0,95037,15,1,81,18
0,95045,16,1,38,18
0,95038,17,1,45,18
0,95059,18,1,45,18
0,95032,19,1,71,18
0,95031,20,1,67,18
0,95033,21,1,55,18
0,95054,22,1,26,18
0,95058,23,1,50,18
0,95056,24,1,33,18
0,134849,25,1,36,18
0,95034,26,1,65,18
0,95041,27,1,42,18
0,95043,28,1,39,18
0,95023,29,1,68,18
0,95021,30,1,81,18
0,95055,31,1,45,18
0,95027,32,1,42,18
0,95019,33,1,4,18
0,95039,34,1,51,18
0,95052,35,1,46,18
0,95046,36,1,40,18
0,95060,37,1,53,18
0,95026,38,1,41,18
0,95024,39,1,42,18
0,95042,40,1,38,18
0,95040,41,1,41,18
0,131819,42,1,16,18
0,95048,43,1,26,18
0,95108,44,1,30,18
0,95044,45,1,32,18
0,132193,46,1,83,18
0,95067,47,1,66,18
0,95061,48,1,75,18
0,95049,49,1,1,18
0,95062,50,1,100,18
0,95066,51,1,63,18
0,95071,52,1,90,18
0,95068,53,1,43,18
0,95018,54,1,7,18
0,95104,55,1,5,18
0,135698,56,1,49,18
0,95030,1,1,52,19
0,95022,2,1,81,19
0,125354,3,1,33,19
0,95035,4,1,89,19
0,127257,5,1,132,19
0,95065,6,1,98,19
0,95063,7,1,85,19
0,95051,8,1,43,19
0,95103,9,1,3,19
0,95064,10,1,104,19
0,95057,11,1,37,19
0,95053,12,1,34,19
0,95025,13,1,23,19
0,95047,14,1,59,19
0,95037,15,1,81,19
0,95045,16,1,38,19
0,95038,17,1,45,19
0,95020,18,1,64,19
0,95059,19,1,45,19
0,95032,20,1,71,19
0,95031,21,1,67,19
0,95033,22,1,55,19
0,95054,23,1,26,19
0,95058,24,1,50,19
0,95056,25,1,33,19
0,134849,26,1,36,19
0,95034,27,1,65,19
0,95041,28,1,42,19
0,95043,29,1,39,19
0,95023,30,1,68,19
0,95021,31,1,81,19
0,95055,32,1,45,19
0,95027,33,1,42,19
0,95019,34,1,4,19
0,95039,35,1,51,19
0,95052,36,1,46,19
0,95046,37,1,40,19
0,95060,38,1,53,19
0,95026,39,1,41,19
0,95024,40,1,42,19
0,95042,41,1,38,19
0,95040,42,1,41,19
0,131819,43,1,16,19
0,95048,44,1,26,19
0,95108,45,1,30,19
0,95044,46,1,32,19
0,132193,47,1,83,19
0,95067,48,1,66,19
